"Hash","LongName","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of Bugs"
"f7b062e60d15715c41605a8dede75f345f84db89","com.hazelcast.client.protocol.ClientExceptionFactoryTestSimple$MyException","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48ccb689ade8d8b2bd589727a2bc6768649d74a0","com.hazelcast.map.IssuesTest$DummyValue","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c861dc91568954f00860400605e72df0f3086ac7","com.hazelcast.mapreduce.aggregation.MapBaseAggregationTest$Person","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c861dc91568954f00860400605e72df0f3086ac7","com.hazelcast.mapreduce.aggregation.MultiMapBaseAggregationTest$Person","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0261611ce1d6e95cd84910390d1c0c653fa0dfd2","com.hazelcast.aggregation.AggregatorsTest$Wheel","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3e395dd87766ab077e400a8784d90dca77b172f5","com.hazelcast.test.ReflectionsHelper","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.136364","3","3","1","0","0.195122","16","0","0","0","0","0","19","28","1","0","1","0","0","1","0","0","0","0","1","0","0","66","92","1","1","1","1","6","1","5","0","6","18","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dd0545df738d394877cacc961e79374d443c7b85","com.hazelcast.test.ReflectionsHelper","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.142857","3","3","1","0","0.197531","16","0","0","0","0","0","18","27","1","0","1","0","0","1","0","0","0","0","1","0","0","65","91","1","1","1","1","6","1","5","0","6","18","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a4035afdfc67b757940a15578bc51b4e7b6b0b13","com.hazelcast.client.impl.protocol.ResponseMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","1","0.310345","9","9","1","0","0.310345","9","0","0","0","0","0","20","21","18","0","18","0","0","18","0","0","0","0","18","0","0","20","21","18","0","18","0","0","18","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"d9d20943b88faf6aa25ddbdc19feab4571611431","com.hazelcast.client.impl.protocol.ResponseMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","1","0.310345","9","9","1","0","0.310345","9","0","0","0","0","0","20","21","18","0","18","0","0","18","0","0","0","0","18","0","0","20","21","18","0","18","0","0","18","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"08e659f992761d79cd0342e77ce17ddb62e33295","com.hazelcast.client.impl.protocol.ResponseMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","1","0.321429","9","9","1","0","0.321429","9","0","0","0","0","0","19","20","17","0","17","0","0","17","0","0","0","0","17","0","0","19","20","17","0","17","0","0","17","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"bc945190541c07a740026d0e1d81368a2d79d78e","com.hazelcast.client.impl.protocol.ResponseMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","1","0.333333","9","9","1","0","0.333333","9","0","0","0","0","0","18","19","16","0","16","0","0","16","0","0","0","0","16","0","0","18","19","16","0","16","0","0","16","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"390e6627f765363d61fbbd0d80dd43eefd5c91d3","com.hazelcast.test.HazelcastTestSupport$DummyUncheckedHazelcastTestException","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9fd66ee1f6acbcfd7022b0a1fe8811835538664f","com.hazelcast.test.HazelcastTestSupport$DummyUncheckedHazelcastTestException","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"d38202141395360399c9cf97d4453adf5b1581e1","com.hazelcast.client.impl.protocol.ResponseMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.36","9","9","1","0","0.36","9","0","0","0","0","0","16","17","14","0","14","0","0","14","0","0","0","0","14","0","0","16","17","14","0","14","0","0","14","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"16b978ac4b9160247824f12b4a1a03bb4327ba20","com.hazelcast.spring.MyServiceConfig","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.375","3","3","1","0","0.375","3","0","0","0","0","0","5","6","3","0","3","0","0","0","0","0","0","0","0","0","0","5","6","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44660b284c2c5bb70babc10bc656819986acc21a","com.hazelcast.spring.MyServiceConfig","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.375","3","3","1","0","0.375","3","0","0","0","0","0","5","6","3","0","3","0","0","0","0","0","0","0","0","0","0","5","6","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"d38202141395360399c9cf97d4453adf5b1581e1","com.hazelcast.client.impl.protocol.EventMessageConst","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.473684","9","9","1","0","0.473684","9","0","0","0","0","0","10","15","8","0","8","0","0","8","0","0","0","0","8","0","0","10","15","8","0","8","0","0","8","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"dcdf838c95407da279237d92588a7a4f691c6fce","com.hazelcast.spring.AbstractHazelcastBeanDefinitionParser","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0.6","3","3","1","0","0.0909091","3","0","0","4","4","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","30","34","1","2","0","0","1","0","0","0","10","16","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0cee1a21bc066da324875155e009d96f5f168fd7","com.hazelcast.util.ServiceLoaderTest$ServiceLoaderSpecialCharsTestInterfaceImpl","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46e05488141001b7d2d0f3f9c39e3e35ce49a6ab","com.hazelcast.util.ServiceLoaderTest$ServiceLoaderTestInterfaceImpl","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"9dfbd933bfda3fa1cf525b0b7b9764e0ea5b1cf0","com.hazelcast.util.ServiceLoaderTest$ServiceLoaderTestInterfaceImpl","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"c13264869fc035810ca218778b289a9c7cde076e","com.hazelcast.util.ServiceLoaderTest$ServiceLoaderTestInterfaceImpl","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"400f6b0b78511fdc24576d32fb4b7574369a8ae1","com.hazelcast.map.MapTransactionTest$22","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","1","2","2","0","0","0","0","0","0","0","0","8","0","0","8","0","2","2","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"204f4b9d7cd02069b258f98c14c4fc3621c5e94f","com.hazelcast.client.map.ClientQueryBounceTest","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.428571","3","3","1","0","0.428571","3","1","1","0","0","1","4","5","6","3","0","0","0","0","0","0","8","0","2","3","0","4","5","6","3","0","0","0","0","0","0","8","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4ed50dff65bc355d89442c5dbe9b2ab89d786f56","com.hazelcast.client.map.ClientQueryBounceTest","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.428571","3","3","1","0","0.428571","3","1","1","0","0","1","4","5","7","3","0","0","0","0","0","0","8","0","3","3","0","4","5","7","3","0","0","0","0","0","0","8","0","3","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"772b5217030e0fb94bf07a00d9b5e7b275a82030","com.hazelcast.query.impl.getters.ReflectionHelperTest$OuterObject","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","1","0","1","0","0","0","0","0","0","0","0","0","0","4","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6817c4cedd534da777049b687c8a594a170654d7","com.hazelcast.nio.ClassLoaderUtilTest$ExtendingClassImplementingInterface","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6817c4cedd534da777049b687c8a594a170654d7","com.hazelcast.nio.ClassLoaderUtilTest$ExtendingClassImplementingSubInterface","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","3","3","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ee487ab0afc82ccec0c923237e282daef9b91c39","com.hazelcast.query.impl.TypeConverters","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0.0120482","2","0","0","0","0","0","17","33","15","0","15","0","0","15","0","0","0","0","15","0","0","164","196","15","0","15","0","16","15","16","0","16","87","15","16","0","0","0","0","1","49","0","0","34","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82fcc4c7c87097d1719bb56112aec0fafdb6bc0e","com.hazelcast.core.HazelcastTest$CustomSerializable","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0261611ce1d6e95cd84910390d1c0c653fa0dfd2","com.hazelcast.aggregation.AggregatorsTest$Car","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"37da3959df4151b304b211df87a6b900c0169cc5","com.hazelcast.spi.impl.operationexecutor.slowoperationdetector.SlowOperationDetector$CurrentOperationData","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6817c4cedd534da777049b687c8a594a170654d7","com.hazelcast.nio.ClassLoaderUtilTest$DirectlyImplementingInterface","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6817c4cedd534da777049b687c8a594a170654d7","com.hazelcast.nio.ClassLoaderUtilTest$DirectlyImplementingSubInterfaceInterface","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","2","2","1","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56f60a8149b77f3523ad92b00e6e9a04fef49f79","com.hazelcast.impl.AbstractRecord$OptionalInfo","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0.272727","3","0","0","1","0.272727","3","0","0","0","0","0","8","8","6","0","6","0","0","0","0","0","0","0","0","0","0","8","8","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1"
"a920a448a5cf2f09e85b779649744870a6e624e8","com.hazelcast.impl.AbstractRecord$OptionalInfo","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0.272727","3","0","0","1","0.272727","3","0","0","0","0","0","8","9","6","0","6","0","0","0","0","0","0","0","0","0","0","8","9","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"eed2a8c40d592a8e99645faac48f99069eaeaab2","com.hazelcast.client.impl.protocol.template.TemplateConstants","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","28","30","24","0","24","0","1","24","0","0","1","0","24","0","0","28","30","24","0","24","0","1","24","0","0","1","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"c283f04cab711308ed3018d4e448e35b9061e0d2","com.hazelcast.client.impl.protocol.template.TemplateConstants","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","29","31","25","0","25","0","1","25","0","0","1","0","25","0","0","29","31","25","0","25","0","1","25","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
