Unnamed: 0,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
32394,9,7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,39,62,16,18,27,Y
33170,11,1,1,15,1,1,1,9,49.83,3.94,772.6,0.07,44,0.25,42.92,196.21,21,23,16,6,10,N
33388,10,5,4,0,3,3,1,34,76.14,13.84,14581.44,0.35,193,0.07,810.08,1053.67,66,127,31,13,38,N
33414,38,39,2,67,20,6,5,140,58.73,44.94,118581.28,0.88,432,0.02,6587.85,2638.88,192,240,47,22,142,N
32937,2,3,1,3,2,1,1,6,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,5,13,3,8,7,N
33027,1,3,0,0,2,2,1,5,21.0,4.0,336.0,0.03,21,0.25,18.67,84.0,8,13,8,8,5,N
32659,12,5,2,13,3,3,1,51,104.59,33.49,117276.02,1.17,545,0.03,6515.33,3502.31,253,292,68,18,53,Y
32623,16,11,9,9,6,6,1,31,39.1,16.0,10008.97,0.21,121,0.06,556.05,625.56,40,81,20,16,40,Y
33544,0,3,0,0,2,2,1,4,10.58,5.4,308.4,0.02,15,0.19,17.13,57.11,6,9,5,9,4,N
33300,10,9,2,0,5,3,3,16,15.62,25.83,10423.15,0.13,88,0.04,579.06,403.48,31,57,9,15,18,N
32671,15,13,40,9,7,4,5,27,35.15,40.38,57328.2,0.47,257,0.02,3184.9,1419.56,105,152,26,20,67,Y
32525,3,3,0,0,2,2,1,8,20.15,6.0,725.57,0.04,29,0.17,40.31,120.93,12,17,9,9,8,N
32998,1,5,0,0,3,2,1,8,8.27,16.8,2334.76,0.05,34,0.06,129.71,138.97,14,20,5,12,8,N
32961,6,3,0,4,2,1,1,9,13.67,8.0,875.14,0.04,28,0.13,48.62,109.39,8,20,5,10,9,N
33535,1,5,0,0,3,2,3,16,18.11,10.83,2125.66,0.07,44,0.09,118.09,196.21,15,29,9,13,16,N
32733,2,1,3,0,1,1,1,2,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,9,13,6,8,5,N
32601,4,3,1,1,2,2,1,9,11.2,8.0,716.99,0.03,25,0.13,39.83,89.62,8,17,4,8,10,Y
33147,11,9,0,4,5,3,1,22,25.42,17.34,7647.27,0.15,89,0.06,424.85,440.92,37,52,16,15,22,N
33634,0,1,0,0,1,1,1,3,17.27,2.5,107.96,0.01,13,0.4,6.0,43.19,5,8,5,5,3,N
33447,2,7,0,0,4,2,4,6,8.02,18.2,2656.24,0.05,35,0.05,147.57,145.95,14,21,5,13,6,N
33575,1,7,0,0,4,1,4,9,17.43,12.28,2628.09,0.07,48,0.08,146.01,214.05,17,31,9,13,9,N
33144,4,5,0,0,3,2,1,10,21.06,5.85,720.66,0.04,29,0.17,40.04,123.19,13,16,10,9,10,N
33005,1,3,0,0,2,2,1,2,7.66,18.67,2670.48,0.05,35,0.05,148.36,143.06,8,27,3,14,2,N
32787,33,16,12,23,10,8,5,32,43.97,20.29,18111.12,0.3,153,0.05,1006.17,892.43,60,93,34,23,44,N
33415,4,3,1,6,2,2,1,15,31.34,8.8,2426.89,0.09,58,0.11,134.83,275.78,22,36,15,12,16,N
32425,5,1,0,0,1,1,1,11,21.27,10.0,2126.66,0.07,51,0.1,118.15,212.67,16,35,8,10,11,N
33016,13,71,4,1,36,24,15,83,78.92,36.03,102421.71,0.95,451,0.03,5690.1,2843.01,199,252,58,21,87,N
33754,1,9,0,0,5,4,1,10,20.87,12.14,3077.28,0.08,62,0.08,170.96,253.42,17,45,7,10,10,N
33470,2,1,0,6,1,1,1,14,41.04,6.42,1689.97,0.09,62,0.16,93.89,263.37,22,40,12,7,14,N
33320,30,11,9,27,6,4,4,26,31.74,23.96,18214.54,0.25,141,0.04,1011.92,760.32,58,83,23,19,35,N
32794,4,5,0,1,3,2,3,11,19.34,11.67,2632.25,0.08,48,0.09,146.24,225.62,20,28,12,14,11,N
33293,0,3,0,0,2,2,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
33555,4,5,0,0,3,1,1,9,10.53,27.0,7675.23,0.09,62,0.04,426.4,284.27,18,44,6,18,9,N
33201,2,5,0,0,3,1,1,9,12.72,10.31,1352.83,0.04,29,0.1,75.16,131.18,11,18,8,15,9,N
33683,0,5,1,0,3,2,3,21,22.1,30.64,20753.19,0.23,131,0.03,1152.95,677.26,39,92,14,22,22,N
32969,5,13,0,0,7,6,6,19,20.98,20.4,8729.97,0.14,90,0.05,485.0,427.94,24,66,10,17,19,N
33559,0,3,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
32392,9,7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,39,62,16,18,27,Y
32418,4,3,1,0,2,1,1,9,16.64,8.94,1328.8,0.05,35,0.11,73.82,148.68,13,22,8,11,10,Y
33538,4,5,0,0,3,2,1,14,29.04,10.58,3249.15,0.1,67,0.09,180.51,307.19,25,42,13,11,14,N
32813,5,67,1,1,34,30,17,90,77.21,42.88,141975.76,1.1,542,0.02,7887.54,3310.82,243,299,51,18,91,N
32920,18,19,3,9,10,5,7,28,22.91,31.57,22836.01,0.24,146,0.03,1268.67,723.31,52,94,14,17,31,N
32727,11,13,1,3,7,4,1,21,48.64,9.91,4779.6,0.16,94,0.1,265.53,482.15,38,56,23,12,22,Y
32785,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
33670,3,26,4,1,14,5,9,37,26.59,44.0,51485.85,0.39,217,0.02,2860.32,1170.13,80,137,20,22,41,N
33800,1,5,0,0,3,2,1,6,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,9,25,6,10,6,N
33369,2,11,1,0,6,4,6,23,27.33,14.93,6093.85,0.14,84,0.07,338.55,408.07,32,52,15,14,24,N
33340,20,15,5,14,8,5,6,20,19.8,28.5,16082.33,0.19,115,0.04,893.46,564.29,38,77,12,18,25,N
32716,5,1,0,4,1,1,1,6,15.36,7.0,752.84,0.04,30,0.14,41.82,107.55,10,20,5,7,6,N
33716,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
32668,3,3,0,0,2,1,1,6,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,9,14,6,9,6,N
33795,0,31,0,0,16,15,1,48,32.38,34.36,38239.73,0.37,246,0.03,2124.43,1112.8,63,183,11,12,48,N
32461,14,1,62,13,1,1,1,133,257.7,73.75,1401719.45,6.34,2867,0.01,77873.3,19006.37,1180,1687,88,11,195,Y
33116,17,5,6,13,3,3,1,34,41.24,31.72,41502.39,0.44,233,0.03,2305.69,1308.23,92,141,29,20,40,N
32633,18,15,10,9,8,4,3,60,57.8,36.88,78609.33,0.71,358,0.03,4367.19,2131.6,144,214,41,21,70,Y
32602,27,15,10,13,8,6,1,56,34.93,44.48,69108.13,0.52,290,0.02,3839.34,1553.69,139,151,25,16,66,Y
32959,4,3,0,0,2,1,1,6,11.53,10.5,1271.69,0.04,31,0.1,70.65,121.11,14,17,6,9,6,N
33453,1,9,0,0,5,1,1,18,11.83,26.0,7994.02,0.1,70,0.04,444.11,307.46,32,38,8,13,18,N
32720,5,5,2,1,3,3,1,13,26.41,6.0,950.74,0.05,38,0.17,52.82,158.46,12,26,9,9,15,N
33345,13,5,2,7,3,2,3,8,16.55,10.11,1692.31,0.06,37,0.1,94.02,167.37,13,24,9,14,10,N
33765,2,9,0,0,5,4,1,10,19.67,13.36,3508.99,0.09,63,0.07,194.94,262.71,17,46,7,11,10,N
33068,0,3,0,0,2,2,1,5,15.5,4.67,337.59,0.02,19,0.21,18.75,72.34,7,12,6,8,5,N
32960,5,1,0,0,1,1,1,8,10.92,9.0,884.41,0.03,31,0.11,49.13,98.27,9,22,3,6,8,N
33789,1,5,0,0,3,2,1,6,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,9,26,6,11,6,N
33704,0,13,1,2,7,1,1,9,13.5,17.0,3900.44,0.08,64,0.06,216.69,229.44,34,30,6,6,10,N
32701,5,1,0,3,1,1,1,10,22.45,4.29,412.33,0.03,26,0.23,22.91,96.21,10,16,7,6,10,N
33312,2,5,1,3,3,1,1,12,18.95,10.29,2007.31,0.07,42,0.1,111.52,195.04,19,23,12,13,13,N
33792,1,9,0,0,5,4,1,10,17.05,15.58,4140.26,0.09,65,0.06,230.01,265.69,17,48,6,11,10,N
33465,3,1,0,2,1,1,1,3,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,3,N
33072,1,5,0,0,3,2,1,6,17.3,4.2,305.12,0.02,21,0.24,16.95,72.65,7,14,5,6,6,N
33410,0,1,0,0,1,1,1,10,20.25,7.2,1049.88,0.05,46,0.14,58.33,145.82,18,28,5,4,10,N
32672,9,3,10,5,2,2,1,20,30.43,17.19,8989.71,0.17,110,0.06,499.43,523.03,50,60,16,11,30,Y
32933,9,7,3,6,4,4,1,9,14.8,10.0,1480.0,0.05,37,0.1,82.22,148.0,12,25,6,10,12,N
33278,10,5,0,5,3,1,1,22,25.02,18.0,8106.33,0.15,108,0.06,450.35,450.35,45,63,10,8,22,N
32964,3,1,0,0,1,1,1,10,34.26,3.82,499.41,0.04,32,0.26,27.75,130.8,14,18,11,6,10,N
32651,1,3,0,0,2,1,1,7,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,9,15,5,8,7,N
32790,13,7,1,13,4,4,1,14,21.38,9.5,1929.74,0.07,47,0.11,107.21,203.13,19,28,10,10,15,N
33446,0,17,0,0,9,2,9,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
32570,14,5,3,2,3,1,1,64,44.68,37.34,62299.43,0.56,340,0.03,3461.08,1668.34,129,211,19,11,67,Y
33023,0,1,0,0,1,1,1,6,22.59,2.86,184.37,0.02,18,0.35,10.24,64.53,8,10,7,5,6,N
32715,5,5,9,1,3,1,1,8,27.73,19.25,10275.27,0.18,118,0.05,570.85,533.78,42,76,12,11,17,Y
32686,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
32599,9,11,0,3,6,1,1,21,15.38,23.25,8313.66,0.12,77,0.04,461.87,357.58,31,46,10,15,21,N
32420,6,5,0,2,3,1,3,22,30.36,13.0,5130.52,0.13,83,0.08,285.03,394.66,28,55,14,13,22,N
33519,1,11,1,0,6,4,5,9,12.07,14.08,2393.0,0.06,40,0.07,132.94,169.92,13,27,6,13,10,N
32897,9,5,1,4,3,2,1,13,18.43,15.0,4147.27,0.09,62,0.07,230.4,276.48,25,37,10,12,14,N
32729,4,5,5,2,3,2,1,5,13.59,16.25,3589.5,0.07,52,0.06,199.42,220.89,15,37,6,13,10,N
33508,0,1,0,0,1,1,1,4,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,5,9,5,5,4,N
32385,8,5,1,1,3,2,3,24,18.24,30.58,17051.32,0.19,116,0.03,947.3,557.65,53,63,13,15,25,Y
32469,12,9,15,13,5,3,1,30,34.26,27.0,24973.53,0.31,175,0.04,1387.42,924.95,63,112,21,18,45,Y
33108,1,15,0,0,8,1,6,19,7.53,74.0,41237.44,0.19,120,0.01,2290.97,557.26,37,83,5,20,19,N
33089,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
32723,21,9,3,13,5,5,1,30,56.41,11.81,7874.42,0.22,127,0.08,437.47,666.49,58,69,27,11,33,Y
33121,1,3,0,0,2,1,1,5,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,5,N
32900,6,3,0,0,2,1,1,11,12.36,20.3,5094.23,0.08,70,0.05,283.01,250.95,29,41,5,7,11,N
33502,0,5,0,0,3,3,3,3,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,6,17,4,9,3,N
33537,2,1,1,0,1,1,1,6,15.39,10.56,1716.57,0.05,37,0.09,95.37,162.52,13,24,8,13,7,N
33748,1,7,0,0,4,3,1,8,21.13,9.29,1821.84,0.07,48,0.11,101.21,196.2,13,35,7,10,8,N
33142,12,3,0,6,2,2,1,19,35.49,9.58,3256.84,0.11,68,0.1,180.94,340.0,28,40,19,13,19,N
33483,7,3,0,6,2,2,1,14,30.11,9.1,2493.57,0.09,57,0.11,138.53,274.02,21,36,15,13,14,N
33456,2,7,0,0,4,1,1,11,14.12,15.0,3176.62,0.07,49,0.07,176.48,211.77,20,29,8,12,11,N
33490,11,5,6,16,3,2,1,25,27.85,17.97,8994.33,0.17,102,0.06,499.69,500.5,47,55,17,13,31,N
32595,10,1,0,6,1,1,1,14,38.55,5.41,1127.78,0.07,50,0.18,62.65,208.5,17,33,11,7,14,N
32788,30,21,9,27,11,5,7,42,37.79,30.0,34007.12,0.38,213,0.03,1889.28,1133.57,90,123,24,16,51,N
32558,3,9,0,2,5,3,3,10,12.2,18.0,3953.09,0.07,50,0.06,219.62,219.62,18,32,7,14,10,N
33611,0,9,0,0,8,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
32443,10,5,2,4,3,3,1,31,32.42,21.5,14986.93,0.23,145,0.05,832.61,697.07,43,102,14,14,33,N
33728,1,5,0,0,3,2,1,8,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,9,25,6,10,8,N
33807,2,5,0,0,3,2,1,7,18.58,9.43,1651.29,0.06,42,0.11,91.74,175.14,12,30,7,11,7,N
32473,1,1,1,2,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,3,Y
33691,1,1,0,0,1,1,1,5,9.88,7.0,484.32,0.02,20,0.14,26.91,69.19,8,12,4,7,5,N
33105,0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
33298,5,1,0,0,1,1,1,10,31.98,5.0,799.56,0.05,37,0.2,44.42,159.91,15,22,12,8,10,N
32706,4,1,1,1,1,1,1,8,16.8,6.67,746.67,0.04,28,0.15,41.48,112.0,8,20,6,10,9,N
33592,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
33315,1,107,0,0,54,24,25,75,46.04,88.2,358147.97,1.35,656,0.01,19897.11,4060.52,239,417,42,31,75,N
33296,0,1,0,0,1,1,1,2,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,2,7,2,7,2,N
32712,5,3,4,2,2,2,1,14,34.0,8.25,2314.44,0.09,59,0.12,128.58,280.54,24,35,16,11,18,N
32950,3,3,0,0,2,1,1,7,16.65,9.33,1450.57,0.05,42,0.11,80.59,155.42,16,26,6,7,7,N
33443,2,13,0,0,7,5,6,11,7.1,27.62,5419.98,0.07,48,0.04,301.11,196.2,17,31,4,13,11,N
33309,3,1,0,1,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
33809,37,1,0,7,1,1,1,107,1028.47,10.4,111346.25,3.57,1364,0.1,6185.9,10701.25,511,853,221,9,107,N
33350,30,7,4,19,4,2,1,14,18.36,15.27,4283.4,0.09,62,0.07,237.97,280.46,28,34,11,12,18,N
33673,6,10,1,4,6,5,1,26,21.63,27.75,16653.5,0.2,117,0.04,925.19,600.13,37,80,14,21,27,N
32840,48,64,16,11,35,13,22,164,48.91,83.85,343824.52,1.37,645,0.01,19101.36,4100.62,249,396,49,33,180,N
33608,13,8,2,4,6,2,1,38,27.09,32.81,29158.95,0.3,160,0.03,1619.94,888.73,53,107,21,26,40,N
33770,1,7,0,0,4,3,1,8,20.0,10.21,2087.05,0.07,49,0.1,115.95,204.33,13,36,7,11,8,N
32841,48,5,2,26,3,2,3,50,79.97,19.96,31849.29,0.53,267,0.05,1769.4,1595.93,108,159,46,17,52,N
33721,0,3,0,0,2,1,1,7,19.99,4.0,319.82,0.03,21,0.25,17.77,79.95,6,15,6,8,7,N
33775,3,9,0,0,5,4,1,10,22.9,11.69,3127.8,0.09,63,0.09,173.77,267.62,17,46,8,11,10,N
33012,4,5,0,0,3,2,1,6,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,13,16,6,9,6,N
33083,2,3,0,0,2,1,1,6,14.04,2.0,56.15,0.01,10,0.5,3.12,28.07,3,7,3,4,6,N
32616,9,11,16,7,6,2,1,31,33.43,24.17,19526.57,0.27,148,0.04,1084.81,808.0,58,90,24,20,47,Y
33427,1,9,0,0,5,1,3,9,8.93,15.75,2214.71,0.05,38,0.06,123.04,140.62,14,24,4,9,9,N
33226,1,36,1,0,21,6,9,49,29.75,68.5,139594.59,0.68,345,0.01,7755.26,2037.88,137,208,30,30,50,N
33160,0,5,0,0,3,3,1,5,13.34,10.0,1334.38,0.04,32,0.1,74.13,133.44,10,22,6,12,5,N
32742,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
32665,2,1,0,0,1,1,1,6,11.29,9.0,914.21,0.03,26,0.11,50.79,101.58,9,17,5,10,6,N
32448,9,11,5,3,6,1,1,35,28.15,27.0,20519.43,0.25,147,0.04,1139.97,759.98,54,93,18,18,40,Y
33745,1,7,0,0,4,3,1,8,14.27,14.3,2917.2,0.07,51,0.07,162.07,204.0,13,38,5,11,8,N
32627,14,9,6,12,5,2,1,32,16.9,44.55,33544.41,0.25,152,0.02,1863.58,753.04,49,103,11,20,38,Y
33154,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
33805,1,9,0,0,5,4,1,10,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,17,45,6,10,10,N
33169,7,1,0,9,1,1,1,9,28.4,5.73,931.41,0.05,39,0.17,51.74,162.63,18,21,11,7,9,N
33460,1,13,0,0,7,3,4,20,31.12,20.24,12744.97,0.21,120,0.05,708.05,629.75,50,70,21,17,20,N
32967,0,3,0,0,2,2,1,4,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,4,N
33062,2,7,0,0,4,1,4,8,7.5,12.0,1079.34,0.03,26,0.08,59.96,89.95,9,17,3,8,8,N
32583,13,5,1,6,3,2,1,15,32.92,10.73,3787.08,0.12,70,0.09,210.39,353.11,33,37,20,13,16,N
32475,4,13,9,0,7,4,7,18,18.44,22.5,9335.36,0.14,96,0.04,518.63,414.91,30,66,8,12,27,Y
32910,3,1,0,0,1,1,1,4,14.0,3.0,126.0,0.01,14,0.33,7.0,42.0,6,8,4,4,4,N
33527,5,3,0,0,2,2,1,17,21.41,11.11,2643.15,0.08,56,0.09,146.84,237.88,20,36,9,10,17,N
32536,4,1,0,7,1,1,1,3,11.0,3.0,99.0,0.01,11,0.33,5.5,33.0,2,9,2,6,3,N
32876,1,5,0,1,3,1,1,10,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,22,20,10,8,10,N
33588,2,1,0,0,1,1,1,7,9.86,12.0,1419.65,0.04,33,0.08,78.87,118.3,12,21,4,8,7,N
33571,0,3,0,0,2,1,1,0,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,4,8,3,6,0,N
33326,34,15,9,52,8,4,1,32,40.58,25.19,25740.38,0.34,184,0.04,1430.02,1022.04,68,116,27,20,41,N
33449,0,11,0,0,6,2,6,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
32647,2,3,0,0,2,1,1,7,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,9,15,5,8,7,N
33186,1,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
32704,13,3,0,6,2,2,1,19,41.39,9.75,3934.63,0.13,80,0.1,218.59,403.55,39,41,22,11,19,N
33525,1,3,0,0,2,1,1,4,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,4,N
32393,9,7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,39,62,16,18,27,N
33784,1,9,0,0,5,4,1,10,20.29,13.36,3620.39,0.09,65,0.07,201.13,271.05,17,48,7,11,10,N
32572,8,3,0,8,2,2,1,13,35.04,3.85,519.3,0.04,33,0.26,28.85,134.89,11,22,10,7,13,Y
33285,10,13,2,5,7,3,1,13,29.5,19.83,11602.5,0.2,117,0.05,644.58,585.0,35,82,15,17,15,N
32767,0,3,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
33803,2,40,0,1,26,13,26,67,44.63,34.32,52562.96,0.51,270,0.03,2920.16,1531.55,66,204,25,26,67,N
32743,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
33250,0,27,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
33560,0,3,0,0,2,1,1,6,9.25,8.0,592.07,0.02,20,0.13,32.89,74.01,10,10,5,8,6,N
32550,3,1,0,0,1,1,1,3,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,3,N
33254,1,3,0,1,2,2,1,7,15.92,6.29,629.06,0.03,24,0.16,34.95,100.08,8,16,7,11,7,N
33231,0,5,1,1,3,2,1,6,14.06,8.67,1055.91,0.04,32,0.12,58.66,121.84,13,19,6,8,7,N
32782,22,9,8,18,5,5,1,27,30.1,21.5,13912.18,0.22,120,0.05,772.9,647.08,43,77,21,21,35,N
32940,14,11,2,11,6,2,1,23,18.05,41.17,30592.16,0.25,150,0.02,1699.56,743.13,52,98,12,19,25,N
32445,9,15,15,3,8,1,1,41,28.48,37.78,40642.28,0.36,205,0.03,2257.9,1075.83,68,137,18,20,56,Y
33595,0,1,0,1,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,N
32410,4,1,0,1,1,1,1,4,23.44,4.0,375.06,0.03,24,0.25,20.84,93.77,7,17,7,8,4,N
32517,4,3,0,0,2,2,1,8,16.23,4.57,339.34,0.02,19,0.22,18.85,74.23,8,11,7,8,8,N
33710,0,3,0,0,2,1,1,2,5.0,6.0,180.0,0.01,10,0.17,10.0,30.0,4,6,2,6,2,N
33666,0,12,3,0,7,2,5,13,22.03,12.0,3172.85,0.09,55,0.08,176.27,264.4,18,37,12,16,16,N
33211,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
33391,13,11,2,30,6,4,1,48,35.29,31.25,34462.66,0.37,202,0.03,1914.59,1102.81,75,127,24,20,50,N
33129,1,9,0,0,5,3,1,11,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,22,29,10,13,11,N
33672,0,3,4,4,2,1,1,5,7.45,31.17,7238.42,0.08,61,0.03,402.13,232.25,17,44,3,11,9,N
33802,1,13,0,0,7,6,1,15,21.28,19.5,8090.65,0.14,96,0.05,449.48,414.91,26,70,8,12,15,N
32843,9,3,1,7,2,1,1,4,11.72,8.0,750.12,0.03,24,0.13,41.67,93.77,8,16,5,10,5,N
32541,8,3,4,4,2,1,1,11,30.01,11.76,4154.21,0.12,70,0.09,230.79,353.11,25,45,17,16,15,N
33220,1,1,0,3,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
33573,1,1,0,0,1,1,1,8,12.15,16.71,3395.18,0.07,47,0.06,188.62,203.13,18,29,7,13,8,N
32945,9,1,4,4,1,1,1,15,39.41,17.0,11388.28,0.22,155,0.06,632.68,669.9,51,104,12,8,19,N
32839,6,7,3,5,4,4,1,4,16.02,5.4,467.02,0.03,25,0.19,25.95,86.49,9,16,5,6,7,N
33677,1,3,0,0,2,2,1,4,8.65,8.0,553.51,0.02,20,0.13,30.75,69.19,6,14,3,8,4,N
33506,0,1,0,0,1,1,1,6,15.36,4.2,271.02,0.02,18,0.24,15.06,64.53,6,12,5,7,6,N
33526,8,15,2,2,8,4,5,18,18.74,26.0,12669.33,0.16,95,0.04,703.85,487.28,39,56,15,20,20,N
32708,4,3,0,0,2,2,1,49,29.78,92.08,252543.19,0.91,615,0.01,14030.18,2742.55,221,394,12,10,49,N
33574,1,5,0,0,3,1,3,15,28.29,26.03,19171.54,0.25,146,0.04,1065.09,736.48,49,97,16,17,15,N
33566,5,3,0,0,2,2,1,13,15.26,13.81,2912.11,0.07,48,0.07,161.78,210.83,17,31,8,13,13,N
33543,0,1,0,0,1,1,1,4,15.74,5.71,513.85,0.03,22,0.18,28.55,89.92,8,14,7,10,4,N
33479,7,6,1,0,5,5,1,31,38.39,13.65,7152.72,0.17,103,0.07,397.37,524.01,39,64,20,14,32,N
33041,1,7,0,0,4,3,4,10,14.59,15.89,3684.48,0.08,52,0.06,204.69,231.89,22,30,9,13,10,N
