Unnamed: 0,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
22973,0,1,2,0,1,1,1,2,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,6,7,5,3,4,N
21632,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
20551,0,1,0,0,1,1,1,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,0,N
17681,0,1,0,0,1,1,1,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,3,12,2,8,0,N
22635,0,1,0,0,1,1,1,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,0,N
14109,18,18,15,27,1,1,1,67,28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,99,139,27,26,82,N
19347,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16322,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
19096,1,5,0,3,3,3,1,19,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,20,26,11,12,19,N
22110,0,8,0,0,7,1,1,17,31.08,5.38,901.23,0.06,37,0.19,50.07,167.37,14,23,13,10,17,N
19768,0,1,0,0,1,1,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,N
21045,1,1,0,1,1,1,1,3,16.64,4.0,266.27,0.02,21,0.25,14.79,66.57,10,11,5,4,3,N
16201,0,3,0,0,2,2,1,4,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,8,9,5,7,4,N
23188,0,1,0,0,1,1,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,N
21970,0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
21375,2,3,0,0,2,2,1,17,39.15,16.88,11148.9,0.22,125,0.06,619.38,660.68,54,71,24,15,17,N
14181,2,3,4,0,2,1,1,4,8.76,10.0,875.69,0.03,23,0.1,48.65,87.57,8,15,4,10,8,N
14096,18,18,15,27,1,1,1,67,31.0,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,99,139,29,26,82,N
16360,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
19931,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
16994,1,3,0,2,2,1,1,6,18.6,5.25,512.78,0.03,25,0.19,28.49,97.67,12,13,8,7,6,N
22754,1,3,0,0,2,2,1,7,14.78,8.57,1086.1,0.04,31,0.12,60.34,126.71,12,19,7,10,7,N
19337,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
16130,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
21581,1,3,0,2,2,2,1,12,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,13,18,8,11,12,N
21594,2,7,0,0,4,2,3,11,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,16,29,7,14,11,N
16054,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
19533,0,1,0,0,1,1,1,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,3,12,2,8,0,N
18192,3,5,0,3,3,3,1,19,18.24,22.91,9574.79,0.14,90,0.04,531.93,417.95,36,54,11,14,19,N
19438,0,3,0,0,2,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
18793,0,3,0,0,2,1,1,4,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,4,N
23204,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16509,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
14839,1,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
19546,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
23239,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
18557,0,1,0,0,1,1,1,4,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,4,N
21502,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
22021,0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
21993,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
21161,11,1,0,19,1,1,1,6,34.06,2.0,136.23,0.02,19,0.5,7.57,68.11,8,11,8,4,6,N
16184,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
17540,7,3,0,0,2,2,1,7,7.35,8.0,470.48,0.02,17,0.13,26.14,58.81,6,11,3,8,7,N
23254,0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,0,N
19808,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16305,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
16647,8,17,32,3,13,10,4,48,34.8,34.72,41961.57,0.4,212,0.03,2331.2,1208.49,75,137,27,25,80,N
21972,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
18777,0,1,0,0,1,1,1,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,3,7,3,7,2,N
15791,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
23513,4,1,5,5,1,1,1,3,24.91,5.33,708.45,0.04,34,0.19,39.36,132.83,16,18,9,6,8,N
18338,0,1,0,1,1,1,1,2,12.55,4.0,200.76,0.02,14,0.25,11.15,50.19,4,10,4,8,2,N
20369,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
14901,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
20649,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
15623,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
15419,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
15744,0,1,0,0,1,1,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,0,N
19487,0,1,0,0,1,1,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,N
18467,0,3,0,0,2,2,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
15297,0,1,0,0,1,1,1,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,0,N
15350,0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
16018,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
17796,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
21918,0,1,0,1,1,1,1,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,2,N
21998,0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
14294,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
20247,0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
14931,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
22553,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
21438,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16649,8,17,32,3,13,10,4,48,34.8,34.72,41961.57,0.4,212,0.03,2331.2,1208.49,75,137,27,25,80,N
19577,0,1,0,0,1,1,1,2,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,2,6,2,5,2,N
16238,0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
20531,0,3,0,0,2,2,1,0,6.69,7.5,376.42,0.02,14,0.13,20.91,50.19,5,9,3,9,0,N
15067,0,3,1,0,2,1,1,2,3.48,4.0,55.73,0.0,6,0.25,3.1,13.93,2,4,1,4,3,N
17919,0,1,0,0,1,1,1,3,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,3,7,3,5,3,N
14803,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
18425,1,5,0,3,3,3,1,19,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,20,26,11,12,19,N
15334,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
17155,4,7,1,8,4,1,1,23,25.56,20.0,10223.25,0.17,113,0.05,567.96,511.16,52,61,13,10,24,N
17184,3,5,6,7,3,1,1,7,18.89,8.44,1345.03,0.05,39,0.12,74.72,159.41,15,24,8,9,13,N
14538,0,1,0,0,1,1,1,2,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,2,6,2,5,2,N
20731,10,9,2,7,5,3,1,23,28.49,33.47,31908.79,0.32,189,0.03,1772.71,953.39,63,126,16,17,25,N
23027,0,3,0,0,2,2,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
19022,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
17478,0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,0,N
23059,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
14258,0,1,0,0,1,1,1,0,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,5,13,3,9,0,N
15075,15,29,6,1,15,2,1,41,47.28,10.12,4839.44,0.16,103,0.1,268.86,478.32,43,60,17,8,47,N
16383,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
14473,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
19625,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
22599,3,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
16908,0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
21015,0,1,0,0,1,1,1,2,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,4,7,3,7,2,N
21378,0,1,0,0,1,1,1,9,22.08,10.5,2434.85,0.08,52,0.1,135.27,231.89,21,31,11,11,9,N
16934,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
17867,2,9,3,1,5,4,1,24,59.86,9.63,5545.05,0.19,109,0.1,308.06,576.11,49,60,28,11,27,N
15820,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
19471,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
23232,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
15412,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16377,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
22144,2,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
22277,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
16301,0,1,0,0,1,1,1,0,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,0,N
15082,3,3,5,0,2,1,1,8,24.82,8.4,1751.07,0.07,51,0.12,97.28,208.46,24,27,10,7,13,N
15403,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
18835,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
19389,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
18690,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
21662,0,1,0,0,1,1,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,N
19263,0,3,0,0,2,2,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
16953,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
22631,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
14952,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
15218,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
20438,0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
22378,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
22777,0,3,0,0,2,2,1,4,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,4,N
15867,0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
21990,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
23104,0,1,0,0,1,1,1,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,0,N
14956,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
16797,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
17354,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
14284,0,3,0,0,2,2,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
18312,4,5,0,1,3,1,1,15,15.86,13.3,2805.08,0.07,46,0.08,155.84,210.91,19,27,10,14,15,N
17205,20,23,3,48,12,5,6,50,22.06,40.8,36720.0,0.3,180,0.02,2040.0,900.0,72,108,15,17,53,N
20553,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
17336,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
20018,0,3,0,0,2,2,1,6,12.55,4.5,254.13,0.02,17,0.22,14.12,56.47,6,11,4,6,6,N
15992,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
18037,6,11,0,6,6,4,6,23,39.72,13.8,7564.59,0.18,103,0.07,420.25,548.16,46,57,25,15,23,N
22160,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
15499,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
22723,12,25,5,12,13,10,9,87,69.2,35.36,86504.3,0.82,387,0.03,4805.79,2446.59,165,222,56,24,92,N
22290,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
15699,0,3,0,0,2,2,1,4,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,4,N
19253,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
19747,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
14987,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
14085,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
15370,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
19779,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
14809,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
14526,0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
18337,3,3,0,20,2,2,1,9,13.2,6.67,586.67,0.03,22,0.15,32.59,88.0,8,14,6,10,9,N
15000,4,5,3,0,3,2,1,6,14.46,7.5,813.14,0.04,26,0.13,45.17,108.42,12,14,8,10,9,N
16700,0,1,0,0,1,1,1,3,13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,5,6,4,4,3,N
14110,18,18,14,27,1,1,1,67,31.0,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,99,139,29,26,81,N
19406,0,1,0,0,1,1,1,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,0,N
23537,0,1,2,1,1,1,1,2,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,6,7,5,3,4,N
21696,0,3,0,0,2,2,1,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,5,8,4,8,0,N
15013,2,3,3,0,2,2,1,2,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,5,N
15937,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
18781,1,1,0,1,1,1,1,3,10.82,5.83,368.18,0.02,19,0.17,20.45,63.12,5,14,3,7,3,N
15676,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,0,N
21851,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
21860,3,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
14811,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
14611,11,23,4,18,12,10,11,40,62.52,23.8,35411.97,0.5,265,0.04,1967.33,1487.9,119,146,35,14,44,N
21322,0,1,0,0,1,1,1,6,22.64,7.0,1109.2,0.05,38,0.14,61.62,158.46,14,24,9,9,6,N
21419,3,3,0,9,2,1,1,5,14.41,3.6,186.81,0.02,15,0.28,10.38,51.89,6,9,5,6,5,N
18411,0,3,0,0,2,2,1,10,11.59,9.17,974.18,0.04,26,0.11,54.12,106.27,10,16,6,11,10,N
15603,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,0,N
16446,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
21846,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
17405,1,5,0,3,3,3,1,19,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,20,26,11,12,19,N
23063,0,5,0,0,3,2,1,7,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,15,20,8,14,7,N
19814,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
18376,11,31,2,1,16,8,16,62,36.13,35.2,44768.42,0.42,221,0.03,2487.13,1271.83,88,133,30,24,64,N
21717,0,3,0,0,2,2,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
17647,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
19123,0,1,0,0,1,1,1,0,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,8,1,5,0,N
23382,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
21831,0,1,0,0,1,1,1,6,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,10,13,7,7,6,N
16300,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
22448,2,5,0,1,3,2,1,23,19.78,20.04,7940.87,0.13,80,0.05,441.16,396.34,33,47,14,17,23,N
23480,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
22028,16,1,0,0,1,1,1,10,24.53,6.8,1134.22,0.06,40,0.15,63.01,166.8,17,23,10,8,10,N
18126,0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
18077,3,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
21405,1,1,0,0,1,1,1,6,21.58,5.25,594.82,0.04,29,0.19,33.05,113.3,12,17,8,7,6,N
15253,1,1,0,0,1,1,1,4,5.43,8.75,416.05,0.02,15,0.11,23.11,47.55,5,10,2,7,4,N
23488,6,1,0,0,1,1,1,13,35.16,5.0,879.05,0.06,45,0.2,48.84,175.81,20,25,10,5,13,N
20676,0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
21542,0,1,0,0,1,1,1,3,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,3,7,3,5,3,N
