Unnamed: 0,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
13699,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13795,0,1,0,0,1,1,1,3,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,3,N
13879,1,6,0,0,4,3,1,20,48.84,14.22,9878.21,0.23,128,0.07,548.79,694.56,48,80,27,16,20,N
13515,1,5,0,0,3,3,1,12,26.16,9.23,2229.05,0.08,52,0.11,123.84,241.48,20,32,13,12,12,N
13858,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
13693,1,4,0,0,3,2,1,15,34.5,6.46,1440.31,0.07,48,0.15,80.02,222.91,14,34,13,12,15,N
13797,0,1,0,0,1,1,1,4,10.87,3.5,133.14,0.01,12,0.29,7.4,38.04,2,10,2,7,4,N
13532,12,11,0,0,7,5,4,54,88.12,18.17,29080.61,0.53,271,0.06,1615.59,1600.77,109,162,45,15,54,N
13670,0,1,0,0,1,1,1,4,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,4,N
13939,1,1,0,1,1,1,1,5,32.5,5.32,919.39,0.06,40,0.19,51.08,172.88,13,27,11,9,5,N
13606,7,12,0,2,8,6,1,51,67.6,24.64,41048.67,0.56,282,0.04,2280.48,1665.74,115,167,42,18,51,N
13852,6,18,0,1,10,9,1,67,65.16,27.99,51033.62,0.61,314,0.04,2835.2,1823.51,109,205,37,19,67,N
13821,0,1,0,0,1,1,1,3,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,3,N
13786,0,1,0,0,1,1,1,4,8.67,4.5,175.5,0.01,13,0.22,9.75,39.0,3,10,2,6,4,N
13512,3,5,0,0,3,3,1,21,45.77,15.0,10297.93,0.23,129,0.07,572.11,686.53,50,79,25,15,21,N
13536,2,3,0,1,2,2,1,8,26.84,8.18,1796.86,0.07,50,0.12,99.83,219.62,18,32,11,10,8,N
13933,21,41,0,11,22,19,8,111,141.86,34.57,169489.04,1.63,715,0.03,9416.06,4903.46,265,450,92,24,111,Y
13943,0,1,0,0,1,1,1,8,9.34,9.63,864.89,0.03,23,0.1,48.05,89.86,7,16,4,11,8,N
13627,0,1,0,0,1,1,1,3,3.74,6.0,134.75,0.01,8,0.17,7.49,22.46,2,6,1,6,3,N
13583,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
13547,2,13,0,0,8,6,3,36,46.09,20.67,19687.59,0.32,179,0.05,1093.75,952.63,62,117,24,16,36,N
13644,7,4,0,3,3,2,1,14,41.24,11.05,5037.64,0.15,92,0.09,279.87,455.79,35,57,19,12,14,N
13514,11,43,0,4,22,17,12,103,70.89,48.94,169799.06,1.16,557,0.02,9433.28,3469.45,208,349,51,24,103,N
13507,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
13556,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13901,1,5,0,0,3,3,1,15,43.46,11.14,5396.06,0.16,96,0.09,299.78,484.26,39,57,21,12,15,Y
13810,0,1,0,0,1,1,1,3,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,3,N
13521,5,11,0,0,6,5,1,22,39.49,17.0,11411.18,0.22,127,0.06,633.95,671.25,44,83,22,17,22,N
13574,12,15,1,7,9,7,5,52,99.0,17.94,31877.94,0.59,287,0.06,1771.0,1776.48,102,185,54,19,53,Y
13804,1,5,0,0,3,3,3,9,27.86,8.67,2092.83,0.08,52,0.12,116.27,241.48,16,36,12,13,9,N
13616,27,51,3,2,30,23,14,211,195.9,54.54,582830.35,3.56,1413,0.02,32379.46,10685.45,556,857,158,31,214,Y
13941,0,1,0,0,1,1,1,7,12.19,5.0,304.72,0.02,17,0.2,16.93,60.94,5,12,4,8,7,N
13848,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13584,15,27,4,6,15,15,7,66,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,109,205,41,19,70,Y
13736,0,3,0,0,2,2,1,4,19.99,5.33,568.57,0.04,28,0.19,31.59,106.61,8,20,6,8,4,N
13889,0,4,0,0,3,2,1,11,17.22,9.29,1484.89,0.05,37,0.11,82.49,159.91,10,27,7,13,11,N
13881,16,32,1,12,19,16,4,121,167.64,36.55,223888.39,2.04,867,0.03,12438.24,6126.3,335,532,110,24,122,N
13896,1,4,0,0,3,2,1,14,34.67,9.6,3195.28,0.11,70,0.1,177.52,332.84,24,46,15,12,14,N
13729,0,1,0,0,1,1,1,4,11.7,3.33,130.0,0.01,13,0.3,7.22,39.0,4,9,3,5,4,N
13594,1,3,0,1,2,2,1,9,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,22,41,13,14,9,N
13868,1,1,0,0,1,1,1,5,25.02,5.5,756.84,0.05,33,0.18,42.05,137.61,11,22,9,9,5,N
13495,1,1,0,11,1,1,1,5,32.02,5.63,1012.98,0.06,41,0.18,56.28,180.09,15,26,12,9,5,N
13535,9,12,0,2,7,7,6,30,52.03,24.0,29970.57,0.42,216,0.04,1665.03,1248.77,84,132,35,20,30,N
13671,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13621,9,23,0,2,14,13,1,79,115.54,19.78,45226.86,0.76,367,0.05,2512.6,2285.98,135,232,58,17,79,Y
13885,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
13844,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
13506,3,7,0,2,4,4,1,17,33.69,16.2,8841.71,0.18,104,0.06,491.21,545.78,36,68,20,18,17,N
13914,19,27,0,1,14,10,1,106,125.82,44.77,252155.78,1.88,829,0.02,14008.65,5632.57,308,521,86,25,106,Y
13922,0,5,0,1,3,2,3,10,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,25,42,14,20,10,Y
13855,0,4,0,1,3,2,1,15,39.6,10.15,4079.38,0.13,79,0.1,226.63,401.91,29,50,20,14,15,N
13493,2,11,0,1,7,6,1,35,55.65,17.14,16352.99,0.32,165,0.06,908.5,953.92,60,105,35,20,35,N
13508,1,1,0,0,1,1,1,5,14.99,5.33,426.42,0.03,21,0.19,23.69,79.95,8,13,6,8,5,N
13929,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13550,0,1,0,0,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
13917,0,1,0,0,1,1,1,8,22.42,7.11,1133.59,0.05,39,0.14,62.98,159.41,16,23,9,8,8,Y
13758,0,3,0,0,2,2,1,16,27.13,15.06,6152.97,0.14,81,0.07,341.83,408.6,32,49,17,16,16,N
13666,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13553,0,6,0,0,4,3,1,16,24.11,11.64,3264.45,0.09,59,0.09,181.36,280.54,16,43,11,16,16,N
13600,0,5,0,0,4,3,1,15,31.11,7.36,1686.73,0.08,53,0.14,93.71,229.06,18,35,11,9,15,Y
13780,0,1,0,0,1,1,1,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,0,N
13715,2,1,0,2,1,1,1,10,50.45,8.37,3534.13,0.14,83,0.12,196.34,422.26,35,48,23,11,10,N
13519,0,1,0,0,1,1,1,3,14.4,3.0,129.56,0.01,13,0.33,7.2,43.19,4,9,4,6,3,N
13686,7,12,1,0,7,6,1,35,67.77,18.76,23842.81,0.42,217,0.05,1324.6,1271.18,77,140,39,19,36,N
13685,0,3,0,0,2,2,1,11,36.54,9.29,3150.52,0.11,74,0.11,175.03,339.29,26,48,14,10,11,N
13516,1,3,0,0,2,2,1,8,18.67,7.71,1110.86,0.05,36,0.13,61.71,144.0,12,24,7,9,8,N
13497,5,18,0,0,10,10,5,52,80.76,27.14,59492.48,0.73,353,0.04,3305.14,2191.94,137,216,53,21,52,N
13907,0,4,0,0,3,2,1,13,21.65,11.7,2963.84,0.08,56,0.09,164.66,253.32,18,38,10,13,13,N
13598,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
13724,0,1,0,0,1,1,1,6,12.29,7.0,602.27,0.03,24,0.14,33.46,86.04,7,17,4,8,6,N
13918,2,5,0,7,3,3,1,12,29.1,10.5,3208.05,0.1,65,0.1,178.23,305.53,21,44,13,13,12,Y
13608,2,3,0,0,2,2,1,10,31.89,8.53,2320.9,0.09,56,0.12,128.94,272.05,21,35,16,13,10,N
13604,21,30,1,3,18,16,3,112,102.5,38.09,148686.82,1.3,597,0.03,8260.37,3903.88,219,378,69,24,113,Y
13735,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
13638,1,1,0,0,1,1,1,7,23.88,7.65,1397.36,0.06,43,0.13,77.63,182.66,17,26,10,9,7,N
13916,5,5,1,1,3,3,1,12,46.32,10.21,4832.73,0.16,93,0.1,268.48,473.13,33,60,21,13,13,Y
13886,3,11,0,0,6,5,1,14,37.16,16.43,10037.72,0.2,114,0.06,557.65,610.76,42,72,23,18,14,N
13839,10,14,0,3,8,8,5,50,75.66,19.93,30048.37,0.5,246,0.05,1669.35,1507.8,93,153,49,21,50,N
13647,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
13665,0,7,0,0,4,2,3,14,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14,N
13719,1,1,0,0,1,1,1,10,82.4,6.85,3871.09,0.19,114,0.15,215.06,564.78,47,67,24,7,10,N
13899,7,12,0,3,8,6,1,48,63.66,24.16,37151.02,0.51,266,0.04,2063.94,1537.84,108,158,38,17,48,N
13631,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13825,0,1,0,0,1,1,1,4,10.87,3.5,133.14,0.01,12,0.29,7.4,38.04,2,10,2,7,4,N
13802,0,1,0,0,1,1,1,7,28.59,6.95,1382.62,0.07,46,0.14,76.81,198.81,17,29,11,9,7,N
13663,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
13728,0,5,0,0,3,2,1,10,23.36,8.4,1648.21,0.07,44,0.12,91.57,196.21,14,30,10,12,10,N
13599,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
13694,0,1,0,0,1,1,1,5,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,9,14,6,9,5,N
13635,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13813,0,3,0,0,2,2,1,12,31.49,14.0,6172.93,0.15,89,0.07,342.94,440.92,34,55,17,14,12,N
13642,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
13826,0,1,0,0,1,1,1,4,12.34,3.5,151.15,0.01,13,0.29,8.4,43.19,3,10,3,7,4,N
13774,0,1,0,0,1,1,1,4,14.28,5.33,406.12,0.03,20,0.19,22.56,76.15,8,12,6,8,4,N
13573,0,5,1,1,3,3,3,16,27.98,18.0,9065.86,0.17,99,0.06,503.66,503.66,32,67,16,18,17,Y
13867,0,3,0,0,2,2,1,8,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8,N
13655,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
13822,0,1,0,0,1,1,1,3,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,3,N
13850,0,3,0,0,2,2,1,8,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8,N
13564,1,1,0,2,1,1,1,7,48.91,5.25,1347.98,0.09,56,0.19,74.89,256.76,21,35,16,8,7,Y
13721,0,1,0,1,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13908,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13808,1,7,0,0,4,3,1,8,15.19,14.0,2976.5,0.07,47,0.07,165.36,212.61,18,29,9,14,8,N
13609,1,8,0,0,5,4,1,24,43.9,12.52,6882.97,0.18,104,0.08,382.39,549.68,36,68,23,16,24,N
13745,0,3,0,0,2,2,1,9,20.53,8.13,1355.23,0.06,40,0.12,75.29,166.8,13,27,8,10,9,N
13761,0,3,0,0,2,2,1,9,17.88,9.33,1557.81,0.06,38,0.11,86.54,166.91,14,24,9,12,9,N
13700,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13814,0,1,0,1,1,1,1,3,12.0,3.0,108.0,0.01,12,0.33,6.0,36.0,2,10,2,6,3,N
13698,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13701,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13683,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13842,13,12,0,4,8,8,1,54,90.48,17.04,26283.38,0.51,259,0.06,1460.19,1542.14,98,161,46,16,54,N
13891,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13526,5,19,0,0,11,11,7,71,122.92,19.86,48468.15,0.81,385,0.05,2692.68,2440.84,139,246,63,18,71,N
13629,0,1,0,0,1,1,1,5,26.58,2.0,106.3,0.02,16,0.5,5.91,53.15,6,10,6,4,5,N
13824,18,13,0,10,7,7,1,57,88.41,27.8,68305.52,0.82,397,0.04,3794.75,2457.36,158,239,54,19,57,N
13851,5,23,0,0,12,10,7,28,47.44,22.67,24374.21,0.36,186,0.04,1354.12,1075.33,68,118,33,22,28,N
13768,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
13873,0,3,0,0,2,2,1,8,16.2,8.75,1240.55,0.05,34,0.11,68.92,141.78,14,20,8,10,8,N
13549,5,11,0,14,6,6,5,18,42.78,14.62,9144.94,0.21,116,0.07,508.05,625.51,43,73,25,17,18,N
13601,0,1,0,1,1,1,1,5,10.82,5.83,368.18,0.02,19,0.17,20.45,63.12,5,14,3,7,5,N
13743,0,1,0,0,1,1,1,5,21.11,4.81,488.85,0.03,26,0.21,27.16,101.58,11,15,8,7,5,N
13843,4,10,0,1,6,6,4,27,61.09,13.24,10710.87,0.27,152,0.08,595.05,808.93,55,97,27,13,27,N
13496,0,4,1,0,3,2,1,9,16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,6,23,5,12,10,N
13936,19,24,2,12,15,9,1,86,92.86,35.1,114410.43,1.09,495,0.03,6356.14,3259.56,189,306,70,26,88,Y
13806,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13648,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
13640,2,4,0,0,3,3,1,14,26.15,9.17,2197.7,0.08,53,0.11,122.09,239.75,20,33,12,11,14,N
13667,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13674,0,7,0,0,4,2,3,14,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14,N
13500,1,13,0,0,7,7,1,22,54.54,15.58,13243.53,0.28,153,0.06,735.75,849.85,55,98,30,17,22,N
13740,0,1,0,0,1,1,1,5,8.98,6.0,323.33,0.02,17,0.17,17.96,53.89,6,11,3,6,5,N
13593,0,8,0,1,5,3,3,18,33.38,14.25,6778.53,0.16,90,0.07,376.58,475.69,30,60,20,19,18,N
13571,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13528,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
13776,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
13657,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13920,2,7,0,5,4,4,1,12,28.84,11.5,3814.64,0.11,69,0.09,211.92,331.71,23,46,14,14,12,Y
13755,0,1,0,0,1,1,1,5,13.3,6.4,544.7,0.03,23,0.16,30.26,85.11,8,15,5,8,5,N
13688,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
13866,9,34,1,27,18,15,10,81,93.63,43.69,178710.34,1.36,608,0.02,9928.35,4090.58,232,376,77,29,82,N
13734,0,1,0,0,1,1,1,4,7.3,5.0,182.48,0.01,13,0.2,10.14,36.5,4,9,2,5,4,N
13934,3,5,1,2,3,1,1,16,44.98,14.69,9703.67,0.22,125,0.07,539.09,660.68,47,78,24,15,17,N
13684,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13579,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13739,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
13653,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
13712,0,1,0,0,1,1,1,16,94.19,8.43,6687.19,0.26,156,0.12,371.51,793.64,65,91,27,7,16,N
13637,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13492,22,43,3,11,26,18,15,128,109.63,42.03,193686.35,1.54,666,0.02,10760.35,4607.96,255,411,91,30,131,N
13582,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
13857,1,4,0,0,3,2,1,12,23.2,9.75,2205.24,0.08,50,0.1,122.51,226.18,15,35,10,13,12,N
13559,4,3,1,0,2,2,1,13,35.51,12.28,5352.73,0.15,88,0.08,297.37,435.97,34,54,18,13,14,Y
13841,1,1,0,0,1,1,1,5,32.43,4.88,770.85,0.05,36,0.21,42.83,158.12,13,23,12,9,5,N
13613,1,6,0,1,5,4,1,27,54.2,14.04,10683.73,0.25,145,0.07,593.54,760.95,54,91,25,13,27,Y
13828,4,11,0,15,6,4,1,25,24.1,24.7,14702.26,0.2,117,0.04,816.79,595.23,39,78,15,19,25,N
13586,0,1,0,1,1,1,1,3,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,3,N
13633,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13837,6,13,0,4,7,7,3,23,50.81,21.22,22872.08,0.36,192,0.05,1270.67,1078.02,67,125,30,19,23,N
13898,0,17,0,0,9,8,1,20,35.13,15.23,8150.47,0.18,120,0.07,452.8,535.13,44,76,13,9,20,N
13789,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13587,4,8,0,3,5,2,1,27,63.88,14.57,13563.07,0.31,161,0.07,753.5,930.8,51,110,35,20,27,Y
13770,0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
13558,0,1,0,1,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13513,3,11,0,0,6,4,4,21,37.67,18.75,13244.88,0.24,131,0.05,735.83,706.39,50,81,24,18,21,N
13527,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
13634,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13612,7,7,0,0,5,5,1,57,139.4,16.46,37755.59,0.76,357,0.06,2097.53,2294.18,144,213,70,16,57,Y
13673,0,3,0,0,2,2,1,19,48.56,17.22,14395.0,0.28,163,0.06,799.72,836.07,66,97,23,12,19,N
13692,0,1,0,0,1,1,1,7,22.75,5.5,688.04,0.04,30,0.18,38.22,125.1,11,19,9,9,7,N
13672,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13557,0,1,0,1,1,1,1,4,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,4,N
13904,3,13,0,3,9,8,1,52,64.7,19.5,24605.14,0.42,234,0.05,1366.95,1261.8,78,156,28,14,52,N
13767,0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
13863,0,4,1,0,3,2,1,9,16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,6,23,5,12,10,N
13811,1,3,0,0,2,2,1,8,15.23,10.5,1679.07,0.05,37,0.1,93.28,159.91,14,23,8,12,8,N
13762,0,5,0,0,3,3,1,22,35.04,12.63,5590.85,0.15,87,0.08,310.6,442.61,32,55,19,15,22,N
13854,4,5,0,0,3,3,1,15,31.14,17.14,9151.3,0.18,101,0.06,508.41,533.83,40,61,21,18,15,N
13927,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13615,8,22,0,0,15,14,5,107,189.82,24.81,116852.98,1.57,675,0.04,6491.83,4709.66,263,412,106,20,107,Y
13636,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13865,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
13764,0,1,0,0,1,1,1,7,26.11,6.18,997.88,0.05,38,0.16,55.44,161.42,17,21,11,8,7,N
13713,1,1,0,0,1,1,1,8,56.7,4.97,1402.71,0.09,60,0.2,77.93,282.03,27,33,19,7,8,N
13718,1,1,0,0,1,1,1,5,34.59,3.55,434.76,0.04,30,0.28,24.15,122.62,13,17,11,6,5,N
13576,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
13887,0,3,0,0,2,2,1,8,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8,N
13709,9,18,0,1,12,10,1,73,96.22,23.35,52445.24,0.75,373,0.04,2913.62,2246.34,143,230,49,16,73,N
13619,0,1,0,0,1,1,1,3,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,3,N
13876,0,5,0,0,3,2,3,10,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,25,42,14,20,10,N
13752,0,1,0,0,1,1,1,4,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,4,N
13846,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
